1st NAME	px   py   pz   pt1   E			2nd NAME	px   py   pz   pt2   E
b   -0.429143   3.02986   -26.7277   3.0601   27.2267      b   -53.3691   17.7777   -4.54479   56.2522   56.5908
W   -35.1478   -11.9299   35.8323   37.1173   95.5207      W   -7.04379   -19.4901   14.5631   20.7239   84.2859
W   56.1478   -87.0524   14.5231   103.589   131.925      W   7.70631   -10.5912   62.2059   13.0981   102.487
b   30.778   -5.42889   24.5226   31.2532   39.9459      b   5.12093   -3.39857   7.61128   6.14608   10.6425
b   -12.0196   -50.539   -9.89457   51.9486   53.0483      b   -6.47824   -24.2286   -17.9872   25.0798   31.1463
b   -40.1651   33.4776   -16.2699   52.2875   54.9204      b   -57.0599   11.0056   -63.9868   58.1116   86.538
b   -32.1438   25.5702   28.1908   41.0739   49.9934      b   -4.39144   29.1087   2.15907   29.4381   29.8131
b   32.628   28.1577   4.63776   43.0981   43.5489      b   37.4245   12.8878   0.656724   39.5814   39.808
b   -20.0481   -14.5194   -16.753   24.7536   30.1822      b   -55.4915   -52.7167   -39.8433   76.5399   86.3909
b   76.8195   25.2939   19.7854   80.8766   83.3669      b   12.3669   56.082   56.1538   57.4294   80.4297
b   50.5637   56.2147   -35.4601   75.6094   83.6167      b   18.4916   5.39547   -26.7636   19.2626   33.24
b   -15.5478   -7.20614   -17.1336   17.1366   24.5923      b   -30.7898   -64.1908   -39.8437   71.1931   81.6917
b   -47.164   -11.7997   12.716   48.6176   50.4274      b   -38.2637   -0.456148   21.1531   38.2664   43.9241
b   85.7104   30.0046   7.59705   90.8105   91.224      b   1.08022   63.1556   2.20989   63.1648   63.3422
b   -31.3402   17.0004   -45.7865   35.6542   58.1823      b   -34.8257   64.0261   -1.34877   72.8846   73.0174
b   64.2125   -26.0781   13.5917   69.3059   70.7503      b   30.7347   -5.19359   10.1672   31.1704   33.0534
Z   76.9594   -71.0842   7.97839   104.765   139.122      Z   19.5503   -8.97919   48.0921   21.5137   105.315
b   16.4981   1.38007   -35.6996   16.5557   39.5741      b   60.2   0.851933   -14.5206   60.206   62.0739
W   -4.27453   -14.8104   13.5035   15.415   82.9609      W   -3.09155   -32.4088   12.3864   32.556   87.612
b   7.15604   13.9103   21.9219   15.6431   27.255      b   65.1726   35.8875   30.9708   74.4001   80.6977
W   4.04496   10.9159   -8.84954   11.6412   81.7091      W   2.18724   23.8607   -56.9756   23.9608   101.405
W   25.329   -13.9655   -44.7699   28.9239   96.4546      W   18.5328   -26.7695   -31.138   32.5587   92.1531
b   -28.353   91.4671   38.7513   95.7607   103.389      b   -20.5613   6.69199   1.04707   21.6229   22.05
W   -23.0559   -37.8163   -18.5363   44.2905   93.6365      W   -44.2172   -1.74895   -60.1378   44.2518   109.715
W   -64.8124   -11.9907   3.71309   65.9123   104.023      W   -28.7229   -70.1419   24.4813   75.7951   113.167
b   15.2523   -21.2425   3.00418   26.1511   26.6544      b   16.1492   -51.3041   34.5649   53.7857   64.0718
b   10.7157   49.5996   -12.8229   50.7439   52.5065      b   51.425   2.66559   -34.5246   51.494   62.1381
b   14.7143   -0.70349   18.5758   14.7311   24.0754      b   68.4138   -0.755098   9.24472   68.418   69.1668
W   -6.68172   -14.8576   4.38264   16.2909   82.1411      W   -2.41474   -60.3752   1.05535   60.4234   100.572
W   -4.9767   -31.2038   -11.3643   31.5981   87.1214      W   -0.73566   -1.32192   -2.58726   1.51283   80.4458
W   -42.4205   2.08633   27.0469   42.4718   94.8575      W   -1.06763   12.2192   18.5303   12.2658   83.4049
b   -5.65326   18.1349   -11.5191   18.9957   22.6071      b   -31.0517   33.7506   -12.0622   45.8618   47.6063
W   -25.5541   28.0776   -93.4893   37.9653   129.012      W   -2.55029   10.4431   -6.13088   10.75   81.337
b   49.3983   48.4858   53.3744   69.2175   87.5068      b   3.13364   3.15301   4.03728   4.44535   7.32236
W   -7.39631   -15.4113   24.4811   17.0943   85.756      W   -14.169   -66.7237   2.62503   68.2116   105.462
W   0.174787   1.47442   -1.28038   1.48475   80.4139      W   15.3976   1.258   -60.595   15.4489   101.848
b   -0.505958   -32.2948   23.4271   32.2987   40.1198      b   -10.0487   -2.15552   0.334305   10.2773   11.1036
W   -14.746   -31.2378   22.4383   34.5434   90.3287      W   -56.3488   -10.3247   27.6211   57.2869   102.505
b   -0.39543   -76.7307   -28.1597   76.7317   81.843      b   -45.8588   -2.61472   -10.1494   45.9333   47.2274
b   16.0258   -2.92337   5.73287   16.2902   17.7706      b   13.7872   -6.47341   2.7938   15.2313   16.0422
W   23.1938   -16.9956   -6.1832   28.7542   85.6013      W   16.8605   -16.068   -6.19674   23.2907   83.925
b   -12.6181   2.48979   16.7193   12.8614   21.5059      b   -34.7431   21.7459   0.444283   40.9874   41.2034
b   -15.6329   -14.1585   -6.3421   21.0915   22.4194      b   -0.211488   -16.4073   -10.3501   16.4086   19.8475
b   -71.9312   35.8224   -26.5587   80.3576   84.7364      b   -14.145   6.54171   -28.2307   15.5845   32.5177
W   -0.595814   -18.0779   25.5289   18.0878   86.2638      W   -31.2931   -47.9722   56.4573   57.2765   113.713
b   -0.373294   27.2745   6.5158   27.277   28.3558      b   -1.28985   61.216   45.9513   61.2296   76.669
Z   7.13963   53.4062   -17.585   53.8813   107.369      Z   12.9297   39.6657   -6.53087   41.7198   100.493
b   35.2244   -66.9549   -2.80594   75.6553   75.8231      b   58.9997   -28.2238   -20.0663   65.403   68.5402
b   23.9329   -17.4122   44.4788   29.5968   53.59      b   19.9233   -0.120237   15.9999   19.9237   25.8941
b   -66.795   -10.4135   4.59936   67.6018   67.8875      b   -17.6704   -9.9604   0.414385   20.2843   20.7167
b   -18.8082   -74.9747   71.3976   77.2978   105.31      b   -9.56616   -14.5753   20.7901   17.4342   27.4542
b   -47.8701   28.4132   -5.36613   55.6674   56.0822      b   -5.12157   5.81915   -0.314331   7.75197   8.81748
b   16.3546   -5.8127   60.5554   17.3568   63.1329      b   20.5368   -55.5023   17.4082   59.18   61.8294
W   1.94448   10.5907   -24.6187   10.7677   84.7619      W   23.7667   1.01801   -19.6413   23.7885   86.1059
W   41.0474   -36.9232   -7.35907   55.2106   97.8004      W   13.0472   -42.7886   -3.62216   44.7336   92.0694
b   39.9099   7.91702   11.5709   40.6876   42.5079      b   14.343   50.3479   54.3657   52.3511   75.5898
b   12.5867   19.0918   -59.0556   22.8675   63.4669      b   7.74735   2.47619   -4.9799   8.13345   10.4167
Z   11.069   66.8683   35.6887   67.7783   119.093      Z   68.9474   8.40127   59.7646   69.4574   129.274
b   0.0711316   0.532972   37.6748   0.537698   37.9109      b   66.8007   13.9515   45.1146   68.242   81.9137
Z   36.1916   -31.4366   -28.979   47.9384   107.021      Z   31.9083   -11.2014   -10.9061   33.8173   97.8681
b   -31.5632   11.3014   68.5781   33.5255   76.4492      b   -12.493   64.7795   29.1046   65.9732   72.2295
b   5.42685   30.1227   5.58219   30.6077   31.3934      b   17.3147   12.5424   9.3691   21.3801   23.7159
b   2.98685   -56.8929   -1.56203   56.9713   57.1465      b   54.1368   -21.9739   -3.20108   58.4264   58.6639
b   -1.20179   19.3734   39.378   19.4106   44.1016      b   -1.33644   2.73241   7.97372   3.04173   9.50729
b   -52.7584   42.7177   -9.3906   67.8841   68.6585      b   -44.0358   1.71287   -12.9777   44.0691   46.131
b   0.0998531   20.2024   -12.5266   20.2026   24.1375      b   25.457   3.75557   -15.547   25.7325   30.355
b   -50.6892   0.29639   -12.5074   50.6901   52.3782      b   -41.1943   41.3826   -19.1672   58.3908   61.5989
W   -18.4533   -28.2823   8.39705   33.77   87.5984      W   -23.5723   -4.31374   11.9463   23.9637   84.7321
b   -39.266   -6.47895   22.6605   39.797   45.9875      b   -3.74666   -50.444   23.4926   50.583   55.9294
W   9.50531   -4.66577   -13.5957   10.5887   82.2163      W   6.5885   -85.0464   -46.6615   85.3012   126.159
W   25.7188   29.9097   -4.45847   39.4467   89.6575      W   67.2017   22.2283   -4.91815   70.7826   107.224
W   1.71562   -6.57838   36.5215   6.79841   88.5584      W   16.2147   -44.4817   12.3782   47.3449   94.1133
b   -26.4008   3.12109   17.5008   26.5846   32.1026      b   -2.40547   3.99559   42.2878   4.6638   42.75
b   27.4631   -42.4593   9.60249   50.567   51.6409      b   1.48787   -9.21093   5.88075   9.33032   11.7981
b   9.09933   30.262   85.6807   31.6004   91.4184      b   30.8818   8.52295   5.1256   32.0364   32.7132
b   0.466756   9.58003   32.2781   9.59139   33.9327      b   1.69031   2.96147   9.96519   3.4099   11.3353
b   55.1506   -1.66531   14.4094   55.1757   57.18      b   4.36209   -23.4741   13.9052   23.876   27.9459
W   -34.6192   27.322   1.31752   44.1019   91.702      W   -15.8752   11.8503   13.4888   19.8103   83.8865
W   -25.9489   -3.25496   -12.7241   26.1523   85.4892      W   -4.59962   -15.1664   -53.4775   15.8485   97.8446
b   3.45007   -55.6074   -3.79008   55.7143   56.0001      b   9.07131   -9.06848   -26.3615   12.8268   29.6143
W   -6.26436   58.8692   2.40017   59.2016   99.8656      W   -31.8137   2.32427   18.7472   31.8985   88.4959
b   61.6528   -29.9861   54.2128   68.5583   87.5033      b   35.9493   -51.7961   29.3619   63.0491   69.6768
b   -8.78916   7.44561   0.156971   11.519   12.2584      b   -58.8695   89.1809   2.16843   106.859   106.963
W   -35.5657   91.9626   -10.8693   98.6004   127.682      W   -44.9022   0.795753   -83.0051   44.9093   123.973
W   -43.9559   -38.925   9.76001   58.7136   100.025      W   -50.0871   -26.2662   16.3114   56.5564   99.6356
b   0.379712   -8.25356   28.7116   8.26229   30.1692      b   78.7081   -7.6566   47.5086   79.0796   92.3483
b   -1.45416   -23.1392   64.1578   23.1849   68.347      b   -1.54865   -64.6965   29.2303   64.715   71.1337
b   -28.2275   -35.9174   70.7741   45.6821   84.3408      b   -65.5953   -21.758   2.30112   69.1097   69.2748
Z   3.74272   30.1376   -27.4328   30.3691   99.9523      Z   1.45396   37.7625   -18.1305   37.7904   100.362
b   24.5828   -5.93346   -3.92625   25.2887   25.9325      b   14.9109   -1.58848   -7.702   14.9952   17.3705
b   17.5598   -2.56279   -16.0365   17.7458   24.2825      b   1.12121   -30.7078   -3.32404   30.7282   31.1902
W   -13.8944   0.291633   -14.4368   13.8975   82.8499      W   -15.7003   0.152268   -22.3323   15.7011   84.8988
b   -4.50619   -1.23092   -21.8894   4.67129   22.7711      b   -52.1682   -33.5089   -15.1605   62.003   63.9669
b   -11.6722   -39.3007   -0.594264   40.9974   41.2153      b   -6.27896   -7.73504   -31.1668   9.96274   32.9876
b   -11.9735   12.4067   -40.4651   17.2421   44.1845      b   -20.4985   61.8872   -18.9293   65.1936   68.0153
b   1.23408   35.9408   -64.2157   35.962   73.7189      b   18.9526   11.5136   -7.83592   22.1758   23.8898
b   28.4121   32.8768   3.21121   43.4526   43.7721      b   46.7329   0.936119   5.5331   46.7423   47.2548
W   -8.65971   -66.9574   14.7835   67.5151   106.016      W   -47.5435   -3.71843   46.437   47.6887   104.37
b   -4.61837   21.9298   57.9122   22.4108   62.2384      b   -0.814471   56.7277   3.36186   56.7335   56.9873
b   69.0617   -60.2698   4.05924   91.6622   91.8477      b   20.8271   -29.3339   91.0864   35.9756   98.0232
b   -24.6973   15.4277   26.3942   29.1199   39.5244      b   -0.00193596   4.28655   47.6281   4.28655   48.0038
b   39.2088   55.8757   10.4634   68.26   69.1843      b   20.3927   12.89   3.27366   24.125   24.704
W   3.35097   -15.2182   2.73223   15.5827   81.9319      W   14.9043   -29.6131   17.748   33.1523   88.7503
b   -5.90379   0.870347   1.0373   5.9676   7.36508      b   -77.4441   0.453475   0.761066   77.4454   77.5624
b   35.1142   24.5539   -51.6267   42.8475   67.2218      b   6.94055   10.0142   -15.3133   12.1842   20.0127
W   -23.9565   -23.6453   0.471098   33.6603   87.1538      W   -15.1278   -3.49203   0.459116   15.5256   81.8768
b   -2.9578   -38.7589   -15.1406   38.8715   41.926      b   -20.4621   -32.3114   -8.6155   38.2456   39.4272
b   23.0964   -41.3145   -35.3221   47.3322   59.2076      b   75.5089   -47.4623   -28.4968   89.1867   93.7224
b   -3.91362   58.4149   -18.4337   58.5459   61.5222      b   -5.90425   28.1834   -42.0861   28.7952   51.166
b   -31.8618   8.09723   0.25075   32.8746   33.1415      b   -60.9568   45.9525   1.74525   76.3372   76.472
b   -19.8159   -56.0428   0.298285   59.443   59.5912      b   -4.3484   -2.56272   76.382   5.04739   76.6632
b   10.3509   23.0473   32.5906   25.265   41.4491      b   13.0413   47.1136   22.1053   48.8853   53.8142
b   -0.0545647   -58.1927   20.0988   58.1927   61.7082      b   -0.203759   -8.26625   55.9177   8.26876   56.6809
b   11.4115   19.4712   -17.8701   22.5688   29.0903      b   13.9137   78.6528   -61.7092   79.874   101.022
b   42.0436   31.6895   6.45182   52.6487   53.2078      b   21.7067   11.6674   60.8304   24.6436   65.7663
b   -1.23135   -48.4074   -0.252273   48.4231   48.6047      b   -76.7387   -18.7533   -90.7544   78.9969   120.393
b   -58.0275   8.50353   0.763681   58.6473   58.8017      b   -6.89285   71.2779   0.0990815   71.6104   71.733
b   -80.4194   -19.8571   -8.50768   82.8347   83.3758      b   -16.1444   -79.0351   -7.69484   80.6671   81.1416
Z   4.29408   61.0968   -53.522   61.2475   122.194      Z   3.43862   18.7226   -16.6577   19.0357   94.6333
W   4.1146   -26.1227   -3.17704   26.4447   84.6875      W   90.2441   -73.8615   -1.7038   116.617   141.651
b   -12.4422   0.199566   -6.22444   12.4438   14.5309      b   -48.14   88.2833   -81.9722   100.555   129.801
b   9.75242   -13.0655   18.6723   16.3039   25.1402      b   20.5204   -32.9285   74.6031   38.7991   84.1935
b   -23.2252   29.4038   -8.97324   37.4699   38.7565      b   -30.0765   8.78481   -58.5349   31.3332   66.5257
b   -14.1248   -15.5581   12.7359   21.0135   24.9264      b   -43.4314   -50.2872   0.533533   66.4462   66.5803
b   96.7132   -37.0623   60.3037   103.572   119.921      b   0.764717   -12.1113   13.9996   12.1355   18.9951
b   -3.15226   28.1099   -17.4275   28.286   33.4869      b   -32.334   21.6372   -7.37453   38.9058   39.8196
b   25.673   -56.2101   7.66522   61.7954   62.4098      b   9.33294   -18.2395   20.771   20.4886   29.475
b   60.4366   3.84264   57.1569   60.5586   83.3775      b   34.3711   18.8989   41.5896   39.2243   57.3218
Z   -0.248936   -60.7677   -18.3234   60.7682   111.104      Z   -0.417019   -30.2135   -39.2744   30.2164   103.784
Z   1.54218   -0.0726506   -11.9409   1.54389   91.9814      Z   2.71172   -5.86404   -15.8874   6.46068   92.7888
b   8.19582   87.9511   -7.46942   88.3321   88.7463      b   0.0145264   5.53903   -17.6328   5.53905   18.9513
b   8.80169   64.9739   -29.9964   65.5674   72.2248      b   79.7255   26.3151   -41.5659   83.9562   93.7759
b   20.6723   60.2474   -62.2389   63.6954   89.1534      b   25.3794   38.9544   -30.4214   46.4926   55.7187
W   0.591391   -39.9888   -9.30604   39.9932   90.2697      W   44.2851   -53.7984   -16.1953   69.681   107.612
b   9.14252   -28.2386   -54.9037   29.6817   62.5538      b   32.8121   -56.4333   -1.12622   65.2791   65.4231
W   -64.6028   -0.375245   -44.3161   64.6039   112.25      W   -16.7671   -1.95521   -16.3704   16.8807   83.7586
W   -12.204   -6.53967   12.3751   13.8458   82.507      W   -18.0627   -10.3375   26.8895   20.8116   87.2853
W   -17.6086   -10.6114   -60.4133   20.5588   102.64      W   -26.1765   -52.7878   -16.0981   58.9217   100.963
b   44.0341   -2.85273   -21.2034   44.1264   49.1353      b   11.2677   -7.3985   -59.2254   13.4795   60.8843
b   -12.6141   0.107375   49.6842   12.6145   51.4315      b   -69.2236   23.3756   42.7109   73.0638   84.7355
W   2.1753   0.376386   -6.41149   2.20763   80.6755      W   70.3382   3.6425   -18.6026   70.4325   108.487
b   -19.1167   -51.871   -41.4478   55.2815   69.2209      b   -7.38454   -10.0703   -1.06043   12.4877   13.2145
b   2.7798   -0.033525   8.28752   2.78   9.69369      b   4.48785   -30.1874   0.289465   30.5192   30.8068
b   -1.8482   22.7466   15.7883   22.8215   28.0651      b   -17.3273   16.1187   17.4237   23.6654   29.6849
b   43.2714   13.7996   -6.91942   45.4186   46.1333      b   47.834   74.6862   -13.5879   88.6911   89.8237
b   4.79977   -48.5778   -7.74695   48.8144   49.6026      b   8.35242   -28.2186   -4.31315   29.4288   30.0369
W   58.1757   -3.21909   -53.5169   58.2647   112.789      W   10.7733   -39.5571   -20.5149   40.9979   92.5432
b   8.88871   -59.4181   19.2803   60.0793   63.2362      b   19.0574   -24.1856   45.4981   30.7916   55.0978
b   -18.6864   -28.4257   -44.8507   34.0177   56.4477      b   -7.40524   -9.10171   -12.1995   11.7337   17.4374
b   32.5187   30.1478   34.8363   44.3436   56.5463      b   30.8474   66.0218   10.713   72.8727   73.7751
b   1.48905   -37.0047   -0.00911854   37.0347   37.2709      b   14.2895   -29.2679   -3.78227   32.5699   33.0554
b   -1.99767   32.3679   29.9798   32.4295   44.3623      b   -60.3971   20.9558   5.84048   63.9293   64.3321
b   7.48779   72.4785   14.8737   72.8643   74.4848      b   6.87395   0.505272   68.6588   6.89249   69.131
W   -18.594   23.6396   -3.5994   30.0761   85.9074      W   -71.8601   27.3613   -0.137872   76.8928   111.243
W   -12.3367   0.0243326   -32.4151   12.3367   87.5528      W   -34.8543   1.20469   -28.1304   34.8751   92.0334
b   38.2601   1.05523   56.2755   38.2746   68.1868      b   37.8594   0.361488   17.5053   37.8611   41.922
b   35.9454   -20.6322   17.2987   41.4459   45.1061      b   25.4348   -15.3125   5.7141   29.6885   30.5223
b   -15.2761   -19.9405   13.15   25.1194   28.6611      b   -4.91707   -19.6077   0.655584   20.2148   20.6549
b   15.7877   -29.1281   36.7944   33.1315   49.6899      b   49.9656   -59.5564   22.7097   77.7401   81.0975
b   52.3977   -14.0763   -29.444   54.2555   61.8722      b   13.3448   -25.6662   -14.1066   28.9281   32.4559
b   -10.9249   13.7633   19.3671   17.5722   26.4844      b   -58.543   33.856   0.300789   67.6277   67.7581
Z   15.2282   -15.1904   -1.54348   21.5092   93.7051      Z   31.13   -57.702   -1.05613   65.5636   112.318
W   38.8858   2.12932   -31.8791   38.944   94.8444      W   17.2588   12.3967   -13.7515   21.2495   84.2805
b   -15.3413   -6.93198   -2.62136   16.8347   17.5453      b   -13.7381   -43.5244   -6.92013   45.6411   46.3525
W   20.2942   -28.7068   9.81899   35.1558   88.2887      W   2.28468   -6.58287   2.38662   6.96807   80.7267
b   7.55203   33.2348   -24.6251   34.0821   42.2556      b   36.5784   10.5585   -61.8779   38.0718   72.7729
Z   73.6881   -28.3308   71.2587   78.9466   140.093      Z   10.8012   -65.2053   0.215919   66.0938   112.624
b   -36.5417   0.376783   -9.7805   36.5437   38.0612      b   -45.9113   4.72133   -89.6005   46.1534   100.876
b   10.1816   8.21031   4.96477   13.0796   14.6041      b   8.72887   4.40737   41.2535   9.77845   42.6031
b   -30.504   -35.3022   -16.6279   46.6555   49.7069      b   -67.0484   -16.8603   -72.7313   69.1358   100.435
b   1.15614   -2.21636   -10.2743   2.49979   11.3739      b   8.64146   -29.2844   -74.2196   30.5328   80.3639
b   13.8774   -23.3353   39.2372   27.1499   47.8981      b   26.9791   -23.5145   44.8974   35.7884   57.5686
b   -30.1994   75.7861   -45.2738   81.5815   93.396      b   -18.9197   8.63746   -52.5913   20.7981   56.7095
b   3.40085   3.90344   5.93158   5.17713   8.91865      b   1.923   86.7986   22.6929   86.8199   89.8344
b   44.064   -10.6867   2.27705   45.3414   45.5915      b   44.6978   -15.9245   8.1777   47.4497   48.3312
b   -0.774419   85.0497   1.05747   85.0532   85.1629      b   -1.42565   13.9889   46.2418   14.0614   48.5137
W   -3.57619   -38.7903   -15.1726   38.9548   90.6104      W   -11.0025   -1.43683   -0.436749   11.096   81.1533
b   -43.9283   2.81295   4.78939   44.0183   44.4759      b   -20.4763   24.3201   50.9519   31.7923   60.2029
b   14.9991   19.5052   11.1703   24.6054   27.3452      b   13.6542   62.1786   38.9624   63.6602   74.7546
b   -30.3012   61.1538   0.307839   68.2492   68.3784      b   -7.36424   20.0463   25.1655   21.3562   33.2708
b   1.08916   54.2946   -0.424528   54.3055   54.4686      b   30.144   44.3525   -51.2654   53.6266   74.3068
b   -13.8156   10.1506   -2.41013   17.1437   17.8121      b   -64.9081   13.7662   -8.47435   66.3518   67.0219
Z   -25.3138   -12.936   -1.02934   28.4276   95.5238      Z   -41.8705   -16.7432   -1.48958   45.094   101.741
b   -4.35143   1.80781   -3.0186   4.71202   6.99079      b   -14.1031   16.3933   -16.9204   21.6249   27.7758
b   66.5487   -14.7942   -33.105   68.1733   75.9019      b   21.1418   -34.1599   -51.8323   40.1731   65.7116
b   -35.8481   -7.20219   56.7446   36.5644   67.6348      b   -35.6905   -0.0143199   21.4871   35.6905   41.8696
b   -37.5896   54.8603   75.9812   66.5029   101.061      b   -1.50784   11.1493   10.3312   11.2508   15.8389
W   15.5247   20.9382   -5.25275   26.0658   84.6733      W   40.1376   8.26808   -38.1659   40.9803   97.9723
b   0.654323   19.0343   4.83605   19.0456   20.0917      b   0.115841   36.8938   0.985855   36.894   37.1443
b   -31.2935   4.96726   16.2965   31.6853   35.876      b   -31.1216   1.18912   61.4976   31.1443   69.0614
b   -6.63426   -11.9331   68.5117   13.6533   69.9845      b   -33.1436   -49.7638   3.22991   59.7908   60.0244
b   1.4586   -64.1427   19.6931   64.1593   67.2443      b   14.9173   -6.1696   27.9895   16.1428   32.5816
b   -27.3627   23.1852   -17.9825   35.8647   40.3386      b   -14.2343   61.5787   -43.2439   63.2025   76.6951
b   -10.7494   43.608   -0.502584   44.9133   45.1111      b   -24.5702   49.5927   -3.35673   55.3455   55.6053
W   -15.6167   21.7634   2.85697   26.7867   84.7835      W   -28.8336   51.9376   0.82679   59.4044   99.9606
b   16.4359   13.5609   -13.811   21.3081   25.7358      b   19.6206   35.335   -72.0877   40.4169   82.751
Z   0.442391   27.0094   -28.236   27.013   99.2098      Z   0.868004   20.4534   -6.41436   20.4718   93.6795
b   4.49033   28.8667   -27.9612   29.2138   40.655      b   3.14366   38.6065   -11.7951   38.7342   40.7065
W   -6.65581   58.3136   6.10242   58.6922   99.7224      W   -5.1473   20.8662   7.87569   21.4917   83.5851
b   23.0839   6.82791   51.2769   24.0726   56.8011      b   3.49763   13.8694   3.87434   14.3037   15.4
b   -6.09576   -10.2089   -16.6042   11.8903   20.8479      b   -6.50132   -16.7805   -12.3979   17.9959   22.2512
b   33.4072   8.57293   -5.48578   34.4896   35.1736      b   3.2548   21.058   -5.14656   21.3081   22.3177
b   52.1514   -8.7966   25.8557   52.8881   59.0188      b   35.8984   -8.05681   29.0028   36.7914   47.0354
b   -3.54446   -9.7467   -6.36554   10.3712   12.87      b   -53.7086   -37.5262   -14.741   65.5197   67.2881
b   -77.8845   28.0346   3.26141   82.7764   82.9465      b   -3.68109   56.454   28.8698   56.5739   63.6524
b   67.4955   -15.514   -27.4408   69.2555   74.6115      b   30.0103   -63.521   -59.0265   70.2534   91.8544
W   -4.54537   2.31134   -57.5984   5.09928   99.0259      W   -26.3192   54.0554   -30.9856   60.1223   105.059
W   -8.59536   44.0754   86.7511   44.9057   126.51      W   -23.5891   25.9476   8.58316   35.0674   88.1246
b   -6.70874   26.0705   40.0278   26.9199   48.4196      b   -25.9291   46.6184   12.6376   53.3441   54.9805
W   37.3469   39.3032   -7.63985   54.2175   97.2649      W   10.6291   4.26316   -10.245   11.4521   81.8454
b   -49.3258   25.8094   3.40367   55.6701   55.9312      b   -22.1025   3.95295   1.21086   22.4532   22.8729
b   31.8319   -37.7308   -6.29913   49.3648   49.9411      b   37.3477   -27.6428   -85.8411   46.4648   97.6996
W   4.14079   -50.6948   -36.068   50.8637   101.738      W   3.86933   -32.6479   -32.7517   32.8763   92.8228
b   -2.0774   -0.49369   -44.2244   2.13525   44.4737      b   -10.1639   -63.708   -46.49   64.5137   79.6297
Z   -2.98798   12.6522   80.222   13.0002   122.148      Z   -0.305653   1.07513   1.05577   1.11774   91.203
W   1.00626   -0.433923   -55.1545   1.09583   97.4975      W   70.2554   -3.84009   -30.8882   70.3603   111.208
Z   -0.241367   72.7093   42.3885   72.7097   124.093      Z   -1.07348   24.3667   16.5777   24.3903   95.8401
Z   11.6151   55.5737   4.53478   56.7746   107.515      Z   10.5012   5.38491   52.2454   11.8014   105.757
W   -1.78119   35.1229   8.58763   35.1681   88.1651      W   -40.4674   10.9009   27.9794   41.9099   94.878
Z   -4.23454   -51.5468   -10.8471   51.7204   105.396      Z   -29.2897   -13.0677   -33.0702   32.0726   102.166
b   -45.5318   52.4486   17.9342   69.455   71.8553      b   -54.0626   6.15116   42.1953   54.4114   68.9826
b   5.78718   73.5512   96.7964   73.7785   121.78      b   76.5449   7.52158   0.228523   76.9136   77.028
b   23.7678   -81.6374   5.32442   85.0269   85.2964      b   39.5139   -4.11044   3.04598   39.7271   40.0634
b   -30.1889   0.207157   -17.1457   30.1896   34.9706      b   -61.1755   21.5519   -78.0623   64.8608   101.579
W   70.4203   -3.26774   36.177   70.4961   112.876      W   2.74555   -2.30279   26.8784   3.58342   84.8401
Z   17.9034   -57.5161   -64.3384   60.2381   126.821      Z   3.96256   -4.03947   -5.66285   5.65855   91.5407
W   39.1526   16.2151   9.80871   42.3776   91.4036      W   53.8712   71.2141   30.2464   89.2948   123.899
b   -52.5125   3.15211   28.6017   52.607   60.0259      b   -30.7201   31.8706   8.89815   44.2658   45.3452
W   4.32752   11.1257   -16.5007   11.9377   82.9297      W   31.2142   34.5026   -62.6257   46.5269   112.024
b   55.604   9.58097   12.4317   56.4233   57.9284      b   23.2983   87.6051   2.63904   90.6502   90.7853
b   15.3105   -1.7738   -2.89618   15.4129   16.2327      b   61.3861   -19.1751   -39.3771   64.3113   75.5252
b   -52.1933   -16.3081   62.3308   54.6817   83.0227      b   -11.0173   -21.6521   26.995   24.294   36.5579
b   -49.5201   0.708149   10.1711   49.5252   50.7322      b   -9.26227   0.535534   2.82376   9.27774   10.5644
W   -60.0677   -20.914   71.6928   63.6044   125.092      W   -4.7505   -40.6466   18.2308   40.9232   92.0306
b   -41.7318   3.04532   -22.177   41.8428   47.5415      b   -3.93286   35.919   -0.665533   36.1337   36.3819
b   10.0686   -16.3099   -27.6549   19.1674   33.9078      b   7.85542   -44.2153   -14.9157   44.9077   47.5051
b   3.07983   -22.9794   12.9289   23.1848   26.8747      b   77.4735   -12.6406   20.4095   78.4979   81.2159
b   -1.57946   5.20275   -27.1502   5.43722   28.0045      b   -0.351932   72.5421   -61.8046   72.543   95.3931
b   71.3084   -5.52742   44.8185   71.5223   84.5086      b   12.1967   -71.5212   32.7581   72.5537   79.7163
b   -46.0762   -21.8384   15.8987   50.9895   53.5748      b   -6.15213   -4.84423   68.6313   7.8304   69.2035
b   25.9289   56.423   -58.5222   62.0956   85.4299      b   19.5563   7.45799   -34.9507   20.9302   40.9534
b   39.1369   -15.7533   -49.9457   42.1884   65.5133      b   26.4182   -41.243   -29.0082   48.9786   57.0783
W   1.35768   -36.5054   9.01483   36.5306   88.7598      W   55.7463   -17.0188   70.111   58.2862   121.554
Z   36.0955   -0.0310381   0.682248   36.0955   98.0763      Z   46.6665   -2.5418   0.369067   46.7357   102.469
W   6.29822   0.0539391   -6.95232   6.29845   80.9355      W   54.2375   41.3992   -37.3643   68.2319   111.867
b   -9.01331   27.1357   -32.2996   28.5934   43.3406      b   -2.5611   5.04636   -32.9775   5.65906   33.7209
b   -17.3211   62.4366   40.1409   64.7947   76.3361      b   -50.7588   4.67026   6.34122   50.9732   51.5368
b   0.114378   2.98178   -65.1555   2.98397   65.3582      b   11.0753   1.58348   -1.59335   11.1879   12.0526
